event_id,user_id,age_group,gender,device_type,os,content_type,content_genre,watch_duration_minutes,session_start_hour,ad_exposure_count,ad_skipped,subscription_type,network_type,buffering_events,rating_given,timestamp
221,19639,25-34,Female,Mobile,Linux,Kids,Sports,74.04,17,1,1,Free,4G,0,5,03-03-2025 05:54
222,18541,55+,Female,Laptop,macOS,Movie,Sports,15.67,19,5,0,Ad-supported,5G,0,1,23-05-2025 18:04
223,19540,35-44,Male,Smart TV,Android,TV Show,Romance,25.18,5,0,0,Free,Broadband,1,4,16-01-2025 04:22
224,19949,35-44,Male,Mobile,macOS,Kids,Drama,50.37,20,3,1,Free,4G,1,5,03-03-2025 23:11
225,15105,45-54,Female,Mobile,Android,Kids,Sports,11.82,7,2,0,Ad-supported,5G,0,,01-06-2025 05:01
226,19097,35-44,Female,Laptop,Android,News,Thriller,10.74,18,2,0,Free,Broadband,0,4,18-05-2025 21:14
227,17175,25-34,Female,Mobile,Linux,TV Show,Sports,10.21,21,2,0,Ad-supported,4G,0,4,22-01-2025 06:20
228,4207,45-54,Male,Smart TV,Android,Live Sports,Drama,26.78,18,1,1,Ad-supported,Broadband,0,3,01-06-2025 13:29
229,4954,25-34,Male,Laptop,iOS,News,Sports,28.96,8,5,0,Ad-supported,4G,1,4,04-01-2025 11:55
230,19100,18-24,Male,Tablet,Linux,Live Sports,Romance,17.18,8,0,0,Free,4G,0,5,10-03-2025 06:25
231,16013,25-34,Female,Tablet,macOS,Live Sports,Action,20.15,9,1,0,Free,WiFi,0,1,26-02-2025 15:27
232,2619,55+,Female,Mobile,Windows,Movie,Action,7.73,9,1,1,Free,4G,0,4,29-05-2025 09:49
233,19982,18-24,Female,Laptop,iOS,News,Drama,21.62,9,4,1,Free,WiFi,1,3,12-02-2025 19:27
234,19956,45-54,Other,Laptop,Linux,Movie,Thriller,12.21,20,3,0,Ad-supported,WiFi,0,3,19-05-2025 16:47
235,15037,35-44,Female,Laptop,Android,Live Sports,Sports,8.1,8,7,0,Ad-supported,5G,0,3,14-02-2025 03:33
236,10036,18-24,Female,Smart TV,Android,Kids,Thriller,3.7,20,2,1,Free,WiFi,0,1,30-03-2025 19:47
237,9467,25-34,Female,Mobile,iOS,TV Show,Comedy,54.24,8,3,0,Ad-supported,Broadband,0,2,19-02-2025 08:42
238,14078,45-54,Male,Mobile,Android,News,Sports,36.81,19,4,1,Free,4G,0,2,02-06-2025 23:21
239,8072,55+,Male,Laptop,Linux,TV Show,Thriller,20.88,18,0,0,Premium,5G,0,5,28-04-2025 07:19
240,3058,25-34,Female,Tablet,Linux,Movie,Drama,12.36,9,3,0,Free,5G,0,3,03-04-2025 04:38
241,7316,25-34,Male,Laptop,iOS,News,Comedy,18.12,7,0,0,Free,WiFi,0,5,09-02-2025 18:24
242,13833,18-24,Male,Tablet,macOS,Kids,Documentary,56.82,22,0,0,Free,Broadband,0,5,06-06-2025 14:47
243,8155,18-24,Female,Tablet,macOS,Live Sports,Comedy,7.07,7,2,0,Ad-supported,4G,0,5,25-02-2025 03:59
244,18784,45-54,Female,Set-top Box,Linux,TV Show,Sports,5.53,6,5,0,Ad-supported,5G,1,3,26-03-2025 21:24
245,5166,25-34,Male,Tablet,Android,Live Sports,Romance,48.37,6,2,0,Ad-supported,4G,0,3,12-06-2025 05:04
246,19330,18-24,Male,Mobile,Linux,Live Sports,Thriller,0,20,3,0,Free,Broadband,0,4,03-03-2025 18:53
247,7303,18-24,Male,Tablet,iOS,Kids,Drama,29.54,4,4,1,Free,WiFi,0,3,07-03-2025 12:56
248,3230,25-34,Female,Tablet,Linux,Live Sports,Action,48.15,19,1,0,Ad-supported,WiFi,1,5,22-03-2025 09:13
249,4394,55+,Female,Laptop,iOS,Movie,Action,20.25,8,0,0,Premium,4G,0,4,19-02-2025 08:40
250,11160,25-34,Male,Laptop,Windows,Movie,Romance,56.56,16,5,0,Ad-supported,WiFi,0,4,20-03-2025 12:34
251,8989,35-44,Female,Tablet,Linux,News,Thriller,3.94,7,4,0,Ad-supported,4G,0,3,17-04-2025 20:23
252,12935,25-34,Male,Laptop,Android,News,Comedy,2.5,19,0,0,Free,4G,1,1,12-05-2025 15:30
253,11035,35-44,Female,Laptop,iOS,Live Sports,Comedy,28.19,19,1,0,Free,Broadband,0,2,21-03-2025 15:42
254,11493,25-34,Male,Laptop,Windows,TV Show,Sports,85.16,20,2,0,Free,WiFi,0,3,20-01-2025 15:07
255,1148,35-44,Female,Mobile,Windows,TV Show,Romance,20.44,6,0,0,Free,Broadband,0,3,13-04-2025 23:44
256,791,55+,Male,Mobile,iOS,Movie,Documentary,5.34,19,1,0,Premium,4G,0,3,29-01-2025 23:18
257,10585,35-44,Female,Laptop,iOS,News,Romance,0.88,9,0,0,Free,Broadband,1,4,03-02-2025 19:33
258,9480,35-44,Female,Laptop,iOS,Live Sports,Comedy,28.69,9,0,0,Premium,Broadband,0,3,04-06-2025 13:26
259,11418,18-24,Male,Tablet,Linux,News,Action,56.48,6,2,0,Free,5G,2,2,27-02-2025 01:37
260,4898,25-34,Female,Laptop,macOS,TV Show,Romance,8.92,7,1,0,Free,WiFi,1,4,05-03-2025 23:09
261,12777,18-24,Male,Mobile,iOS,Live Sports,Drama,41.45,18,1,0,Free,WiFi,1,4,06-02-2025 18:51
262,10701,35-44,Female,Mobile,Windows,Kids,Action,1.34,9,4,1,Ad-supported,5G,0,3,03-06-2025 07:04
263,11110,18-24,Other,Laptop,macOS,Live Sports,Documentary,25.98,7,1,0,Premium,Broadband,0,2,11-04-2025 12:59
264,14495,25-34,Male,Smart TV,Windows,Live Sports,Drama,67.12,18,3,0,Free,4G,0,2,22-02-2025 23:28
265,8286,25-34,Male,Smart TV,Windows,TV Show,Comedy,30.54,13,4,0,Ad-supported,5G,1,1,16-03-2025 04:49
266,17546,45-54,Male,Laptop,Linux,Kids,Romance,59.22,20,0,0,Premium,5G,0,1,16-05-2025 14:31
267,8142,35-44,Male,Tablet,Windows,Movie,Comedy,53.14,20,1,0,Free,WiFi,1,1,15-06-2025 00:05
268,17133,45-54,Female,Tablet,Linux,TV Show,Thriller,17.2,3,2,0,Ad-supported,4G,0,,28-03-2025 23:59
269,8401,35-44,Male,Laptop,macOS,Movie,Romance,4.03,5,1,0,Free,Broadband,1,2,13-05-2025 00:39
270,17825,18-24,Male,Tablet,Windows,Kids,Romance,22.06,18,0,0,Free,Broadband,1,4,10-01-2025 18:33
271,14868,35-44,Female,Smart TV,Windows,Movie,Comedy,0.32,6,1,0,Premium,4G,1,3,31-01-2025 23:43
272,17386,55+,Female,Tablet,Windows,Live Sports,Action,18.11,18,0,0,Free,4G,0,2,19-01-2025 10:15
273,1064,18-24,Male,Mobile,macOS,News,Romance,37.66,18,2,0,Free,WiFi,0,4,03-02-2025 03:29
274,879,18-24,Male,Mobile,Windows,TV Show,Sports,4.3,8,2,0,Free,Broadband,0,3,07-06-2025 15:30
275,5128,25-34,Female,Smart TV,Windows,TV Show,Thriller,49.99,0,1,0,Premium,Broadband,1,3,10-03-2025 17:41
276,18961,18-24,Female,Tablet,Linux,Movie,Thriller,25.84,18,2,0,Free,4G,0,4,01-05-2025 06:27
277,10570,18-24,Female,Set-top Box,Linux,Movie,Comedy,1.47,7,1,0,Free,5G,0,1,04-03-2025 10:51
278,15888,45-54,Male,Laptop,Android,Movie,Documentary,154.21,20,0,0,Premium,4G,0,4,18-05-2025 20:24
279,14406,45-54,Male,Tablet,Android,Live Sports,Action,13.7,14,5,1,Ad-supported,5G,0,3,11-05-2025 05:06
280,5746,35-44,Male,Laptop,macOS,Movie,Sports,37.28,17,0,0,Premium,5G,0,4,30-05-2025 01:54
281,10420,25-34,Female,Laptop,macOS,News,Comedy,15.19,8,1,0,Ad-supported,5G,0,5,12-02-2025 20:06
282,118,25-34,Male,Laptop,Linux,News,Comedy,19.75,19,2,0,Free,4G,1,3,11-03-2025 03:46
283,11871,45-54,Male,Laptop,macOS,Live Sports,Drama,34.83,6,7,0,Ad-supported,WiFi,1,2,22-05-2025 09:05
284,922,18-24,Male,Mobile,macOS,Live Sports,Sports,0,21,0,0,Premium,4G,0,2,05-03-2025 08:48
285,19145,35-44,Male,Mobile,Android,Kids,Action,34.09,9,3,0,Ad-supported,Broadband,0,2,14-05-2025 04:32
286,18252,18-24,Male,Tablet,Windows,Kids,Documentary,29.41,14,2,0,Free,Broadband,0,2,07-03-2025 21:47
287,16765,45-54,Male,Smart TV,Linux,Kids,Drama,44.09,7,3,1,Ad-supported,Broadband,0,3,21-01-2025 06:56
288,14633,18-24,Other,Laptop,Android,Movie,Comedy,94.39,7,2,0,Free,5G,1,3,19-03-2025 07:06
289,16751,45-54,Female,Laptop,Windows,TV Show,Drama,10.05,19,1,1,Free,Broadband,1,1,18-04-2025 17:12
290,6615,18-24,Female,Smart TV,Linux,Kids,Thriller,22.09,7,2,0,Ad-supported,4G,0,2,07-03-2025 11:48
291,16262,35-44,Female,Tablet,Android,TV Show,Sports,23.29,0,5,0,Ad-supported,Broadband,0,4,06-05-2025 16:23
292,11494,35-44,Female,Smart TV,Windows,Movie,Action,36.38,18,2,0,Ad-supported,WiFi,1,3,11-06-2025 12:14
293,18499,35-44,Male,Tablet,macOS,Movie,Documentary,9.97,20,0,0,Free,Broadband,1,3,26-04-2025 11:53
294,4766,18-24,Male,Laptop,Android,News,Action,19.5,19,3,0,Free,Broadband,0,2,12-04-2025 06:51
295,19698,25-34,Female,Tablet,Linux,News,Action,9.84,9,0,0,Premium,Broadband,0,4,15-05-2025 09:49
296,18965,55+,Female,Mobile,iOS,Movie,Drama,8.11,4,5,0,Ad-supported,WiFi,0,2,12-06-2025 16:20
297,19269,55+,Female,Laptop,Windows,Live Sports,Action,39.54,16,0,0,Premium,5G,0,4,12-06-2025 02:54
298,13302,25-34,Female,Mobile,Android,Movie,Thriller,4.03,20,3,0,Ad-supported,5G,0,5,04-05-2025 11:42
299,19941,55+,Female,Tablet,macOS,TV Show,Romance,21.91,9,7,1,Ad-supported,Broadband,0,5,11-06-2025 05:16
300,8202,55+,Male,Tablet,iOS,News,Comedy,0,23,0,0,Free,4G,3,3,30-03-2025 18:39
301,16729,25-34,Female,Mobile,macOS,Live Sports,Action,4.69,8,1,1,Free,5G,0,2,08-05-2025 09:47
302,1807,45-54,Female,Mobile,Windows,Kids,Action,55.49,15,5,1,Ad-supported,Broadband,0,4,19-05-2025 22:40
303,15443,18-24,Female,Tablet,Android,Movie,Sports,5.09,21,5,0,Ad-supported,4G,1,4,24-02-2025 01:04
304,7806,25-34,Male,Mobile,Windows,Movie,Drama,16.83,8,3,1,Ad-supported,5G,0,4,05-02-2025 17:15
305,13609,45-54,Male,Laptop,Android,Movie,Drama,7.78,23,0,0,Ad-supported,Broadband,1,4,15-02-2025 10:35
306,9374,18-24,Male,Mobile,Linux,Kids,Drama,9.42,8,2,0,Free,5G,1,3,20-04-2025 07:53
307,9574,45-54,Male,Smart TV,Windows,Kids,Sports,34.23,18,1,1,Premium,4G,0,3,21-01-2025 23:44
308,5357,35-44,Female,Laptop,Android,Movie,Comedy,4.92,22,3,0,Free,4G,1,2,17-02-2025 13:05
309,10009,45-54,Female,Laptop,macOS,Live Sports,Comedy,83.69,9,5,1,Ad-supported,4G,0,4,10-04-2025 11:29
310,10625,35-44,Male,Tablet,Windows,News,Drama,0.42,7,1,0,Ad-supported,WiFi,0,2,14-01-2025 13:14
311,1500,25-34,Female,Mobile,Linux,TV Show,Thriller,55.21,9,1,0,Free,WiFi,0,3,09-02-2025 18:49
312,12491,25-34,Male,Tablet,macOS,News,Thriller,44.81,20,3,1,Free,WiFi,0,2,13-06-2025 10:17
313,10199,25-34,Female,Smart TV,iOS,News,Action,35.58,0,0,0,Premium,4G,2,5,23-04-2025 16:44
314,14653,45-54,Female,Smart TV,Android,Kids,Documentary,11.35,6,3,0,Premium,WiFi,0,,24-03-2025 01:50
315,15014,Other,Female,Tablet,Linux,Movie,Drama,73.93,9,1,0,Free,4G,0,5,09-04-2025 02:32
316,14807,25-34,Male,Tablet,Linux,Live Sports,Comedy,6.53,14,0,0,Free,4G,0,3,25-01-2025 13:33
317,14106,25-34,Male,Smart TV,Android,Kids,Action,20.86,8,3,0,Ad-supported,Broadband,0,3,25-05-2025 01:36
318,8574,35-44,Female,Laptop,Windows,TV Show,Documentary,26.02,6,1,0,Ad-supported,4G,0,5,24-06-2025 00:17
319,11168,45-54,Male,Laptop,macOS,Live Sports,Romance,11.96,7,1,0,Free,Broadband,0,4,03-03-2025 12:09
320,6224,25-34,Male,Laptop,macOS,Movie,Comedy,38.34,8,4,1,Free,Broadband,1,3,29-01-2025 04:59
321,16872,18-24,Male,Laptop,Android,Movie,Documentary,85.69,10,4,1,Ad-supported,WiFi,0,3,13-04-2025 16:42
322,4502,45-54,Male,Tablet,Windows,TV Show,Romance,156.78,9,5,0,Ad-supported,WiFi,0,4,05-02-2025 17:11
323,12115,25-34,Other,Tablet,Windows,Kids,Romance,12.12,18,0,0,Free,5G,0,3,13-03-2025 05:42
324,12626,18-24,Male,Tablet,iOS,Movie,Comedy,78.53,8,1,0,Free,WiFi,0,5,12-04-2025 17:00
325,19182,45-54,Male,Tablet,Android,TV Show,Drama,3.71,19,0,0,Ad-supported,5G,0,5,26-04-2025 05:05
326,12629,35-44,Male,Mobile,Linux,TV Show,Thriller,8.23,21,1,1,Free,4G,0,3,28-04-2025 03:48
327,7399,18-24,Female,Laptop,Android,Movie,Action,10.53,21,1,1,Free,4G,1,1,07-01-2025 08:53
328,19941,35-44,Female,Smart TV,Linux,TV Show,Thriller,55.01,17,2,0,Premium,5G,0,3,28-06-2025 09:12
329,12078,45-54,Male,Mobile,macOS,Kids,Sports,133.93,6,5,0,Ad-supported,WiFi,1,2,21-06-2025 08:44
330,16997,35-44,Male,Laptop,Windows,Movie,Sports,23.05,17,2,1,Ad-supported,5G,1,4,10-03-2025 05:28
331,19339,45-54,Female,Mobile,iOS,Movie,Comedy,60.59,23,2,0,Premium,Broadband,0,5,31-03-2025 23:28
332,18039,25-34,Male,Tablet,iOS,TV Show,Romance,29.69,5,2,0,Free,Broadband,1,2,21-02-2025 04:10
333,3757,25-34,Male,Smart TV,Linux,Live Sports,Action,35.21,9,4,0,Ad-supported,4G,0,4,19-04-2025 04:49
334,12714,18-24,Female,Laptop,Android,TV Show,Drama,109.81,23,2,0,Free,Broadband,1,1,29-01-2025 08:20
335,5674,25-34,Male,Laptop,Windows,TV Show,Romance,24.93,18,2,0,Free,5G,2,4,11-03-2025 22:28
336,10199,35-44,Female,Laptop,Linux,News,Sports,7.08,19,2,1,Free,Broadband,0,5,26-03-2025 23:12
337,7160,45-54,Female,Smart TV,Windows,Movie,Action,67.4,18,0,0,Premium,4G,0,3,09-01-2025 04:16
338,19824,45-54,Other,Smart TV,Linux,TV Show,Comedy,54.6,21,0,0,Free,5G,0,3,30-04-2025 15:53
339,3672,35-44,Female,Tablet,Windows,Kids,Thriller,1.02,5,3,1,Ad-supported,4G,0,4,09-01-2025 09:31
340,15129,25-34,Other,Tablet,Android,TV Show,Documentary,8.82,6,0,0,Free,WiFi,2,2,05-01-2025 18:02
341,9301,35-44,Female,Mobile,macOS,Movie,Comedy,50.17,6,1,0,Premium,5G,0,1,02-06-2025 05:46
342,16059,25-34,Female,Laptop,macOS,Live Sports,Action,2.1,6,3,1,Free,Broadband,0,4,19-06-2025 23:23
343,7155,35-44,Male,Mobile,macOS,Movie,Sports,29.72,10,1,1,Ad-supported,5G,0,4,02-02-2025 01:10
344,8145,45-54,Other,Tablet,Linux,Live Sports,Action,19.58,7,0,0,Free,Broadband,0,2,21-01-2025 14:11
345,10907,18-24,Female,Laptop,Windows,Kids,Documentary,33.52,6,0,0,Premium,5G,0,,03-06-2025 07:05
346,281,18-24,Female,Mobile,Windows,News,Action,34.3,7,2,1,Ad-supported,5G,0,4,08-06-2025 13:13
347,11883,25-34,Female,Laptop,Android,Live Sports,Romance,59.22,6,1,0,Premium,Broadband,2,5,28-06-2025 01:27
348,6532,45-54,Male,Mobile,macOS,TV Show,Documentary,50.05,18,2,0,Free,5G,0,4,27-02-2025 17:20
349,2839,35-44,Female,Laptop,Linux,Movie,Drama,52.64,22,2,0,Premium,WiFi,0,4,23-03-2025 04:36
350,18291,35-44,Other,Laptop,Windows,Movie,Romance,22.51,18,3,1,Free,Broadband,1,3,29-01-2025 07:44
351,428,25-34,Male,Tablet,Linux,News,Romance,67.57,7,2,1,Free,4G,0,3,26-05-2025 02:37
352,5796,25-34,Male,Laptop,Android,Movie,Drama,6.12,8,4,1,Ad-supported,5G,0,1,05-05-2025 13:04
353,5316,55+,Female,Laptop,iOS,TV Show,Documentary,19.05,13,4,0,Ad-supported,WiFi,1,4,04-03-2025 17:32
354,5865,35-44,Female,Tablet,iOS,Live Sports,Documentary,27.21,0,4,0,Ad-supported,WiFi,1,5,09-05-2025 13:56
355,5490,35-44,Female,Tablet,iOS,Live Sports,Action,36.61,9,1,0,Free,5G,2,4,01-04-2025 07:47
356,7429,18-24,Female,Mobile,iOS,Live Sports,Thriller,4.01,20,0,0,Free,Broadband,4,4,14-03-2025 03:06
357,15744,18-24,Male,Laptop,macOS,News,Documentary,0.53,1,1,0,Free,4G,0,1,26-01-2025 02:41
358,1750,35-44,Male,Tablet,Android,News,Romance,31.2,19,2,0,Ad-supported,Broadband,0,4,20-03-2025 19:44
359,9638,45-54,Female,Smart TV,Windows,News,Romance,30.59,7,0,0,Premium,4G,0,1,27-02-2025 22:05
360,17290,55+,Male,Tablet,iOS,TV Show,Sports,32.1,8,7,0,Ad-supported,WiFi,0,4,26-05-2025 12:28
361,11731,35-44,Male,Laptop,Linux,TV Show,Comedy,11.96,10,4,0,Free,WiFi,1,4,11-05-2025 03:38
362,19219,45-54,Female,Mobile,iOS,TV Show,Action,45.98,10,3,1,Ad-supported,WiFi,0,3,24-04-2025 18:02
363,13334,35-44,Female,Laptop,Windows,Live Sports,Comedy,83.62,18,0,0,Ad-supported,5G,0,4,21-06-2025 05:14
364,12524,55+,Male,Mobile,Linux,Kids,Action,28.74,21,6,1,Ad-supported,Broadband,2,5,11-01-2025 09:33
365,14977,45-54,Male,Laptop,Windows,Kids,Sports,37.22,7,0,0,Premium,4G,0,5,13-02-2025 19:25
366,10153,25-34,Male,Laptop,Windows,News,Thriller,94.32,21,1,0,Free,Broadband,0,5,01-01-2025 04:08
367,4424,35-44,Male,Laptop,Linux,Live Sports,Documentary,27.44,22,1,0,Premium,WiFi,0,5,02-04-2025 19:14
368,17811,35-44,Male,Laptop,Android,Live Sports,Sports,11.05,6,3,0,Free,Broadband,1,5,10-05-2025 13:01
369,7995,55+,Female,Mobile,iOS,News,Sports,11,6,0,0,Premium,WiFi,0,4,18-02-2025 21:09
370,18217,25-34,Male,Tablet,Linux,Live Sports,Romance,1.13,8,0,0,Free,Broadband,0,2,12-01-2025 05:09
371,18630,35-44,Female,Tablet,macOS,News,Comedy,53.65,23,0,0,Free,5G,1,3,28-04-2025 07:59
372,16029,45-54,Male,Tablet,iOS,Live Sports,Romance,32.74,7,2,1,Ad-supported,5G,0,4,25-01-2025 11:23
373,2951,45-54,Female,Mobile,Windows,Movie,Sports,2.52,19,1,0,Premium,Broadband,0,4,14-05-2025 23:14
374,424,25-34,Female,Laptop,Windows,Movie,Sports,10.41,9,0,0,Free,4G,2,3,27-04-2025 21:45
375,7703,25-34,Male,Tablet,Linux,News,Drama,61.54,8,3,1,Free,Broadband,1,1,18-02-2025 18:07
376,10780,35-44,Male,Tablet,Android,Movie,Sports,25.89,9,2,1,Ad-supported,WiFi,0,2,29-04-2025 13:45
377,3164,18-24,Female,Laptop,Android,TV Show,Documentary,70.53,8,3,0,Free,WiFi,1,4,09-02-2025 23:19
378,13395,25-34,Other,Smart TV,Android,Movie,Drama,6.4,17,1,0,Ad-supported,5G,1,4,03-06-2025 14:42
379,18613,18-24,Female,Laptop,Linux,Live Sports,Thriller,12.2,20,4,0,Ad-supported,Broadband,1,2,15-06-2025 07:17
380,2934,55+,Female,Laptop,Windows,Live Sports,Sports,7.24,9,3,0,Ad-supported,WiFi,1,3,27-01-2025 00:02
381,16027,18-24,Female,Laptop,Linux,Live Sports,Romance,7.32,19,3,0,Free,4G,0,4,26-02-2025 01:11
382,10858,55+,Male,Laptop,Windows,Live Sports,Romance,24.52,7,1,0,Premium,5G,0,5,12-03-2025 00:40
383,4785,25-34,Female,Tablet,Windows,Kids,Comedy,11.88,6,2,0,Free,WiFi,1,5,21-06-2025 12:41
384,7195,18-24,Male,Laptop,iOS,Live Sports,Sports,72.54,17,2,1,Ad-supported,WiFi,0,3,07-04-2025 12:31
385,12598,18-24,Male,Mobile,Windows,Live Sports,Comedy,14.41,9,4,1,Free,5G,0,3,03-01-2025 13:24
386,14931,35-44,Male,Smart TV,Windows,News,Sports,115.67,20,2,1,Free,WiFi,0,2,18-01-2025 03:05
387,2557,25-34,Female,Laptop,macOS,TV Show,Sports,39.42,7,1,0,Ad-supported,4G,0,5,27-04-2025 14:51
388,7764,45-54,Female,Laptop,Android,Live Sports,Drama,121.47,21,4,1,Ad-supported,5G,0,3,30-03-2025 01:07
389,3464,18-24,Female,Smart TV,Android,News,Romance,47.9,8,1,0,Free,Broadband,0,3,01-02-2025 22:05
390,7322,35-44,Female,Tablet,iOS,Live Sports,Action,45.89,9,6,0,Ad-supported,Broadband,0,4,29-01-2025 22:21
391,11444,25-34,Female,Mobile,macOS,Movie,Romance,40.44,3,6,0,Ad-supported,WiFi,0,2,09-04-2025 03:09
392,2500,45-54,Female,Tablet,Android,Live Sports,Action,79.95,6,2,0,Free,5G,0,5,02-03-2025 01:18
393,9555,25-34,Female,Laptop,Android,News,Documentary,1.2,8,6,0,Ad-supported,WiFi,0,1,09-02-2025 19:25
394,13218,55+,Other,Mobile,macOS,Kids,Thriller,94.06,8,0,0,Ad-supported,WiFi,0,2,12-06-2025 11:44
395,18003,35-44,Male,Laptop,macOS,Live Sports,Thriller,95.46,21,4,0,Ad-supported,5G,1,5,28-05-2025 19:31
396,334,45-54,Male,Tablet,macOS,News,Documentary,27.45,23,4,1,Ad-supported,4G,0,1,14-03-2025 13:59
397,3355,55+,Male,Mobile,Windows,Movie,Action,61.43,21,2,0,Premium,5G,0,4,01-01-2025 11:09
398,1678,18-24,Male,Laptop,iOS,Movie,Action,6.37,4,2,0,Free,WiFi,3,4,08-02-2025 13:35
399,9429,35-44,Female,Set-top Box,Android,Movie,Drama,56.91,5,6,1,Ad-supported,WiFi,1,1,17-02-2025 18:23
400,1662,25-34,Male,Laptop,Windows,Kids,Romance,33.86,7,4,0,Ad-supported,WiFi,1,3,29-01-2025 19:24
401,5254,25-34,Male,Tablet,macOS,Kids,Thriller,8.25,3,2,0,Free,Broadband,0,3,11-01-2025 05:18
402,2998,18-24,Female,Tablet,iOS,Movie,Drama,78.74,19,4,0,Free,5G,1,4,24-03-2025 09:52
403,18442,55+,Male,Laptop,Linux,TV Show,Comedy,19.62,19,0,0,Ad-supported,Broadband,0,4,20-02-2025 14:50
404,8816,18-24,Male,Smart TV,iOS,TV Show,Comedy,5.65,18,1,0,Free,WiFi,2,2,08-05-2025 04:50
405,7255,35-44,Male,Tablet,iOS,TV Show,Documentary,39.51,20,2,0,Free,Broadband,1,1,18-02-2025 19:18
406,15815,35-44,Female,Laptop,Windows,News,Thriller,6.69,6,2,1,Ad-supported,4G,1,2,24-03-2025 00:36
407,3171,35-44,Male,Mobile,Windows,News,Sports,23.79,9,1,0,Free,4G,0,3,28-02-2025 21:31
408,9074,45-54,Female,Mobile,Windows,News,Comedy,12,18,2,0,Free,WiFi,1,,13-02-2025 14:25
409,18159,35-44,Female,Laptop,Android,Movie,Action,32.72,6,3,0,Free,Broadband,0,3,27-04-2025 16:17
410,7257,45-54,Female,Tablet,macOS,Live Sports,Romance,79.62,6,2,0,Free,5G,2,4,16-04-2025 03:12
411,368,25-34,Other,Laptop,Windows,TV Show,Thriller,35.41,12,0,0,Premium,Broadband,0,4,10-01-2025 04:08
412,1550,18-24,Male,Tablet,Android,Movie,Action,6.52,21,1,0,Free,4G,1,4,31-01-2025 17:11
413,4198,35-44,Male,Smart TV,Windows,News,Romance,7.33,8,2,0,Premium,4G,1,4,09-06-2025 14:39
414,17900,18-24,Female,Tablet,macOS,News,Comedy,38.28,8,6,1,Free,5G,2,5,05-04-2025 11:46
415,16921,45-54,Female,Smart TV,Android,Live Sports,Action,17.66,14,3,0,Free,5G,1,4,28-03-2025 05:51
416,2966,55+,Female,Mobile,Linux,News,Romance,78.53,8,1,1,Free,WiFi,0,3,01-03-2025 14:00
417,17935,55+,Female,Tablet,Linux,Kids,Thriller,2.25,20,2,0,Ad-supported,5G,0,2,19-03-2025 07:11
418,13625,55+,Female,Mobile,Linux,News,Thriller,45.11,15,0,0,Premium,Broadband,1,3,16-04-2025 22:58
419,12581,55+,Male,Laptop,Windows,Movie,Drama,16.75,9,2,0,Premium,5G,1,1,10-02-2025 21:01
420,12964,18-24,Female,Smart TV,Android,Live Sports,Action,116.81,20,0,0,Free,5G,0,3,17-02-2025 14:50
421,4502,18-24,Male,Mobile,iOS,Live Sports,Sports,100.62,21,1,1,Free,Broadband,0,4,19-04-2025 03:41
422,15957,25-34,Female,Tablet,Windows,TV Show,Documentary,17.29,19,3,1,Free,5G,0,4,17-03-2025 11:41
423,1641,45-54,Male,Laptop,Linux,News,Romance,45.32,6,2,0,Ad-supported,Broadband,1,5,16-02-2025 00:40
424,12642,18-24,Male,Tablet,Windows,Live Sports,Romance,13.12,6,1,1,Free,Broadband,0,1,04-05-2025 20:41
425,19345,35-44,Female,Tablet,Linux,Movie,Action,26.56,9,5,0,Ad-supported,5G,1,2,13-03-2025 20:05
426,9141,18-24,Male,Set-top Box,Linux,Live Sports,Documentary,2.53,19,4,0,Free,4G,1,4,02-03-2025 07:24
427,18975,45-54,Male,Smart TV,Linux,Kids,Thriller,9.6,7,0,0,Premium,5G,1,5,28-04-2025 23:58
428,6438,35-44,Male,Laptop,macOS,TV Show,Comedy,5.26,12,1,0,Free,4G,2,4,28-01-2025 20:14
429,12069,45-54,Female,Tablet,Android,News,Thriller,27.31,3,1,0,Premium,4G,2,3,18-06-2025 03:19
430,17097,55+,Male,Tablet,Windows,Kids,Comedy,99.74,20,4,0,Ad-supported,Broadband,0,3,14-03-2025 04:45
431,18758,25-34,Female,Tablet,Linux,Kids,Romance,8.66,18,3,0,Ad-supported,4G,0,5,01-05-2025 02:54
432,14874,25-34,Male,Tablet,Android,Live Sports,Romance,31.07,4,3,0,Ad-supported,4G,1,3,13-04-2025 05:50
433,8158,18-24,Female,Mobile,Linux,News,Comedy,13.07,15,3,0,Free,5G,1,2,05-01-2025 04:04
434,16078,55+,Female,Tablet,Windows,News,Documentary,24.82,2,1,0,Free,Broadband,0,4,22-01-2025 01:39
435,8481,25-34,Female,Tablet,Android,Live Sports,Thriller,37.43,7,2,0,Free,Broadband,0,3,15-04-2025 21:23
436,14409,Other,Female,Tablet,Android,TV Show,Sports,36.57,21,5,0,Ad-supported,5G,2,3,04-02-2025 00:21
437,308,35-44,Other,Tablet,Windows,TV Show,Romance,38.03,17,4,1,Free,5G,0,3,02-01-2025 10:08
438,183,25-34,Female,Laptop,Windows,News,Thriller,156.85,19,2,1,Free,5G,1,4,17-01-2025 08:51
439,11078,45-54,Female,Tablet,Linux,Live Sports,Drama,47.18,20,0,0,Ad-supported,WiFi,0,3,25-05-2025 08:03
440,1198,45-54,Male,Laptop,macOS,TV Show,Thriller,43.59,19,1,1,Premium,WiFi,1,2,12-01-2025 10:00
441,2868,35-44,Male,Laptop,iOS,News,Documentary,0,9,6,0,Ad-supported,5G,0,2,13-04-2025 11:25
